id_oferty,dzielnica,metraz_m2,liczba_pokoi,pietro,rok_budowy,ma_balkon,ma_miejsce_parkingowe,odleglosc_od_centrum_km,cena_pln,cena_pln_per_m2,cena_pln_capped,cena_pln_log
10464,Śródmieście,70.2,3,3,1973,False,False,1.21,1336639.0,19040.441595441596,1336639.0,14.105669560290947
10465,Ochota,58.9,3,0,1986,True,False,0.75,993354.0,16865.09337860781,993354.0,13.808843381656134
10466,Mokotów,46.9,2,0,1992,False,True,7.05,780352.0,16638.63539445629,780352.0,13.567501660392091
10467,Targówek,36.8,3,4,1998,True,False,3.78,421224.0,11446.304347826088,421224.0,12.950922411706586
10468,Ursynów,56.9,3,0,1996,False,False,7.93,656194.0,11532.407732864674,656194.0,13.394213279851947
10469,Praga-Południe,31.4,2,11,1981,True,False,6.73,450569.0,14349.331210191083,450569.0,13.018268726867737
10470,Targówek,18.0,1,6,1955,False,True,5.68,170970.0,9498.333333333334,199597.62,12.049249230459402
10471,Białołęka,64.6,5,10,2004,True,True,4.57,983705.0,15227.63157894737,983705.0,13.799082350902802
10472,Wola,74.9,3,0,1990,True,False,2.87,1229984.0,16421.682242990653,1229984.0,14.022512532152287
10473,Mokotów,18.0,2,0,1983,True,True,2.69,293006.0,16278.111111111111,293006.0,12.587951778498807
10474,Wilanów,32.8,2,1,2018,True,True,1.61,699125.0,21314.786585365855,699125.0,13.457586262482243
10475,Praga-Południe,68.6,3,10,2012,True,True,5.29,1222123.0,17815.204081632655,1222123.0,14.016100886560732
10476,Targówek,100.3,6,11,2018,True,True,14.19,1837087.0,18315.9222333001,1837087.0,14.42369226724151
10477,Wola,55.5,3,9,1997,True,False,18.26,680141.0,12254.792792792792,680141.0,13.430056878881103
10478,Śródmieście,39.0,2,2,1968,True,True,2.79,757775.0,19430.128205128207,757775.0,13.538143106439618
10479,Mokotów,51.0,2,10,2009,True,False,9.32,723478.0,14185.843137254902,723478.0,13.49182679906228
10480,Mokotów,85.2,4,0,1975,False,True,11.94,975338.0,11447.62910798122,975338.0,13.790540381856713
10481,Śródmieście,40.8,3,8,1994,True,False,3.38,800192.0,19612.549019607846,800192.0,13.592608227553963
10482,Wilanów,37.4,2,9,1960,True,True,8.49,534857.0,14300.989304812834,534857.0,13.189756570087125
10483,Ursynów,44.4,3,7,2016,True,False,10.82,643178.0,14485.990990990991,643178.0,13.374178347060164
10484,Śródmieście,34.0,1,4,1967,True,False,1.59,674372.0,19834.470588235294,674372.0,13.421538649281148
10485,Mokotów,57.7,3,10,2020,True,True,7.25,1145692.0,19856.013864818022,1145692.0,13.951520252061185
10486,Mokotów,90.7,6,1,2018,True,False,2.38,1856367.0,20467.111356119072,1856367.0,14.43413244853629
10487,Targówek,62.1,3,4,1995,False,True,7.45,731901.0,11785.845410628019,731901.0,13.50340190419933
10488,Ochota,49.4,3,5,2012,True,False,5.41,808273.0,16361.8016194332,808273.0,13.602656388929692
10489,Wilanów,48.6,3,0,2005,True,False,1.3,918714.0,18903.58024691358,918714.0,13.730731233545447
10490,Wola,20.6,1,10,2015,True,False,3.19,333687.0,16198.398058252425,333687.0,12.717961703649362
10491,Śródmieście,74.4,4,3,1993,True,False,2.9,1339849.0,18008.72311827957,1339849.0,14.108068225362803
10492,Wola,53.3,3,8,2014,True,True,10.56,862910.0,16189.681050656662,862910.0,13.668066836126354
10493,Śródmieście,51.0,3,1,1995,False,True,5.08,882862.0,17311.019607843136,882862.0,13.69092531466076
10494,Białołęka,125.2,6,4,2022,True,True,2.71,1749079.0,13970.279552715654,1749079.0,14.374600493377777
10495,Mokotów,61.6,3,0,1997,True,False,7.99,1044288.0,16952.727272727272,1044288.0,13.858846829040527
10496,Ochota,38.5,2,3,1995,True,False,4.41,606386.0,15750.285714285714,606386.0,13.315273675085779
10497,Targówek,45.6,3,3,2014,False,True,6.19,645725.0,14160.63596491228,645725.0,13.378130544181465
10498,Ochota,80.3,5,5,2016,True,False,4.8,1498805.0,18665.068493150684,1498805.0,14.220179349096219
10499,Ochota,57.5,3,9,2001,True,True,17.87,712310.0,12388.0,712310.0,13.476269892778554
10500,Ochota,23.4,1,8,1973,True,True,6.15,364962.0,15596.666666666668,364962.0,12.807551257563343
10501,Wola,75.2,3,2,1995,True,False,8.6,1047887.0,13934.667553191488,1047887.0,13.862287267923087
10502,Śródmieście,40.3,2,8,2023,False,False,10.53,824967.0,20470.645161290326,824967.0,13.62309987668576
10503,Bielany,96.2,6,5,2012,True,False,5.11,1461164.0,15188.814968814968,1461164.0,14.194744620700977
10504,Białołęka,78.8,4,6,2015,True,True,12.11,1046591.0,13281.611675126904,1046591.0,13.861049729092063
10505,Praga-Południe,45.2,2,11,1955,False,False,9.38,401648.0,8886.017699115044,401648.0,12.903333851868995
10506,Ochota,83.2,5,9,1995,True,True,0.86,1511282.0,18164.447115384613,1511282.0,14.22846951690102
10507,Ursynów,56.5,2,1,2006,True,True,3.07,1000564.0,17709.097345132745,1000564.0,13.816075398411868
10508,Wola,73.8,4,10,2016,True,False,5.17,1139980.0,15446.883468834689,1139980.0,13.946522153565121
10509,Wilanów,65.7,4,9,1958,True,False,5.58,1028113.0,15648.599695585996,1028113.0,13.843236613790491
10510,Targówek,36.4,2,5,2017,True,True,3.44,503740.0,13839.010989010989,503740.0,13.129817526078469
10511,Praga-Południe,40.8,2,5,2001,False,True,7.11,494878.0,12129.36274509804,494878.0,13.11206856722497
10512,Bielany,77.7,5,1,1974,True,False,4.32,1012024.0,13024.761904761905,1012024.0,13.827463832081733
10513,Ursynów,47.6,3,1,1985,True,True,5.27,756637.0,15895.735294117647,756637.0,13.536640214609248
10514,Bielany,46.1,3,1,1982,False,False,4.19,595809.0,12924.273318872018,595809.0,13.297677103276223
10515,Praga-Południe,34.0,2,9,1999,True,False,4.59,475030.0,13971.470588235294,475030.0,13.071135344045127
10516,Ochota,64.3,4,11,1958,True,True,2.5,808842.0,12579.191290824261,808842.0,13.603360110458167
10517,Ursynów,100.4,6,0,1971,True,False,6.72,1188218.0,11834.8406374502,1188218.0,13.987966105349908
10518,Bielany,31.5,2,4,2015,False,False,7.72,338499.0,10746.0,338499.0,12.732279371334467
10519,Targówek,55.5,3,7,1968,False,True,1.85,598783.0,10788.882882882883,598783.0,13.302656211063741
10520,Śródmieście,86.1,5,1,1978,False,False,3.51,1409067.0,16365.470383275262,1409067.0,14.158439050894424
10521,Mokotów,53.2,2,4,1994,False,True,5.53,909604.0,17097.81954887218,909604.0,13.72076571832508
10522,Śródmieście,65.0,4,11,1999,True,False,13.81,1390144.0,21386.830769230768,1390144.0,14.144918616213044
10523,Praga-Południe,31.6,1,7,2013,True,True,2.47,543044.0,17184.936708860758,543044.0,13.204947468410477
10524,Wola,64.4,3,9,1994,False,False,4.3,776212.0,12052.981366459626,776212.0,13.56218224603745
10525,Mokotów,50.9,3,4,2014,True,True,3.81,909028.0,17859.09626719057,909028.0,13.720132275841038
10526,Białołęka,76.7,4,1,2005,True,True,6.47,901862.0,11758.305084745762,901862.0,13.712217902808446
10527,Targówek,81.1,5,2,1966,True,False,2.45,726562.0,8958.840937114674,726562.0,13.49608047536972
10528,Białołęka,112.0,6,5,1970,True,True,3.35,1315887.0,11748.99107142857,1315887.0,14.090022280862668
10529,Ursynów,67.8,4,10,1993,False,True,17.57,826719.0,12193.495575221239,826719.0,13.625221343521012
10530,Mokotów,62.2,4,10,1991,True,True,0.97,1059510.0,17033.922829581992,1059510.0,13.873318038892377
10531,Białołęka,59.3,4,4,2012,True,True,5.11,836982.0,14114.367622259697,836982.0,13.637559038632135
10532,Białołęka,47.2,2,10,2003,False,False,5.3,592489.0,12552.733050847457,592489.0,13.292089274211863
10533,Bielany,62.4,4,3,1990,True,False,3.91,927498.0,14863.75,927498.0,13.74024699529603
10534,Śródmieście,48.5,3,3,1972,True,True,10.43,884397.0,18234.98969072165,884397.0,13.6926624665427
10535,Bielany,58.7,3,4,1977,True,False,6.1,762759.0,12994.19080068143,762759.0,13.544698712948563
10536,Mokotów,84.0,4,1,2002,False,False,14.62,1167174.0,13894.92857142857,1167174.0,13.97009685718134
10537,Mokotów,32.9,2,8,1992,False,False,1.28,499994.0,15197.386018237083,499994.0,13.122353377354328
10538,Praga-Południe,80.1,6,1,1998,False,True,7.09,965916.0,12058.876404494384,965916.0,13.780833188178155
10539,Bielany,84.0,4,9,1972,True,False,6.39,851233.0,10133.72619047619,851233.0,13.654442340380815
10540,Bemowo,52.4,3,1,2007,True,False,7.52,854743.0,16311.8893129771,854743.0,13.658557287880537
10541,Wilanów,18.0,1,9,2017,False,False,9.87,265626.0,14757.0,265626.0,12.489848348044237
10542,Śródmieście,41.6,2,8,1980,False,False,12.31,724707.0,17420.841346153844,724707.0,13.493524094087084
10543,Mokotów,83.5,5,2,1997,True,True,16.24,1068753.0,12799.437125748504,1068753.0,13.882004041916161
10544,Praga-Południe,54.5,2,9,2023,True,False,2.04,911909.0,16732.275229357798,911909.0,13.723296579976335
10545,Bielany,33.0,2,6,1986,False,False,7.18,451711.0,13688.212121212122,451711.0,13.020800087594887
10546,Śródmieście,43.9,3,3,2003,False,False,10.82,879508.0,20034.350797266514,879508.0,13.687119076194373
10547,Bielany,73.5,4,5,1963,False,True,5.05,777918.0,10583.918367346938,777918.0,13.564377684629843
10548,Białołęka,67.0,4,3,2004,False,False,2.63,874568.0,13053.253731343284,874568.0,13.681486472558023
10549,Praga-Południe,49.7,3,9,1963,True,False,2.67,533189.0,10728.14889336016,533189.0,13.186633112422147
10550,Śródmieście,46.9,3,6,2023,True,False,3.23,1054162.0,22476.80170575693,1054162.0,13.868257645082885
10551,Ochota,46.4,2,0,2010,True,False,6.78,742613.0,16004.59051724138,742613.0,13.517931673227181
10552,Ursynów,34.7,2,2,2014,True,False,3.37,609145.0,17554.610951008643,609145.0,13.319813255233866
10553,Ursynów,90.5,5,2,2010,True,True,5.49,1436017.0,15867.591160220994,1436017.0,14.177384563330689
10554,Śródmieście,47.9,3,0,2003,True,False,1.59,1096768.0,22897.035490605427,1096768.0,13.90787914278996
10555,Bielany,81.8,5,5,1994,True,True,1.59,1176971.0,14388.398533007336,1176971.0,13.978455596664627
10556,Praga-Południe,88.5,5,10,2018,True,False,8.01,1087063.0,12283.197740112995,1087063.0,13.89899104201502
10557,Wilanów,77.0,5,8,2022,True,True,0.5,1723387.0,22381.64935064935,1723387.0,14.359802678783407
10559,Praga-Południe,63.9,3,10,2021,True,False,6.83,978125.0,15307.120500782474,978125.0,13.79339377507435
10560,Ursynów,54.5,3,6,2003,True,True,1.88,834749.0,15316.495412844037,834749.0,13.6348875578059
10561,Białołęka,35.1,2,9,2000,True,True,6.57,583645.0,16628.062678062677,583645.0,13.277049913634897
10562,Bielany,62.1,4,7,1995,False,False,3.89,669472.0,10780.547504025764,669472.0,13.41424611469671
10563,Białołęka,29.1,2,5,1976,True,True,2.57,379434.0,13038.969072164948,379434.0,12.846438583150706
10564,Ursynów,81.1,4,8,1950,True,True,11.14,877101.0,10815.055487053021,877101.0,13.684378570178579
10565,Ochota,44.8,4,2,1978,True,True,7.57,611501.0,13649.575892857143,611501.0,13.323673504749967
10566,Ochota,59.4,3,9,1998,True,False,3.45,932394.0,15696.868686868687,932394.0,13.745511823623998
10567,Białołęka,61.2,4,9,1989,True,False,2.99,825391.0,13486.781045751633,825391.0,13.623613703983233
10568,Ochota,49.3,3,8,1994,False,False,15.13,660709.0,13401.805273833672,660709.0,13.401070293365825
10569,Ursynów,67.9,4,3,2024,False,False,6.94,1016872.0,14976.0235640648,1016872.0,13.832242790143425
10570,Śródmieście,44.6,3,6,1987,True,True,5.57,961438.0,21556.905829596413,961438.0,13.776186399460707
10571,Białołęka,74.2,5,8,1994,True,False,2.97,799492.0,10774.824797843665,799492.0,13.591733055745646
10572,Wilanów,25.4,2,1,1968,False,True,2.92,407009.0,16023.976377952757,407009.0,12.916593034147464
10573,Wilanów,57.8,4,1,1957,False,True,17.66,716193.0,12390.882352941177,716193.0,13.481706358963207
10574,Wola,97.7,5,8,2013,True,True,8.27,1405936.0,14390.33776867963,1405936.0,14.15621454238298
10575,Bielany,33.0,2,11,2002,True,False,5.22,475359.0,14404.818181818182,475359.0,13.071827690696434
10576,Ochota,40.1,2,2,2013,True,False,1.74,691922.0,17254.912718204487,691922.0,13.447229956732354
10577,Ochota,66.3,4,8,1970,True,True,3.72,5633976.654192214,84977.02344181319,2101934.039999999,15.544326261168527
10578,Mokotów,59.0,3,4,2002,True,False,6.92,1006175.0,17053.813559322032,1006175.0,13.821667564638014
10579,Bemowo,62.7,4,5,1979,True,True,10.8,833745.0,13297.368421052632,833745.0,13.633684078599263
10580,Białołęka,65.8,4,1,1977,True,True,5.84,770703.0,11712.811550151977,770703.0,13.55505966183955
10581,Targówek,69.0,3,7,1952,True,False,10.71,709404.0,10281.217391304348,709404.0,13.472181869506574
10582,Ochota,79.4,4,10,1968,False,False,5.88,10003209.335955232,125985.0042311742,2101934.039999999,16.118416633033583
10583,Bielany,64.0,3,8,1984,False,False,10.14,610859.0,9544.671875,610859.0,13.322623079329297
10584,Wola,49.7,3,1,1966,True,False,4.51,719932.0,14485.553319919516,719932.0,13.486913431106746
10585,Wilanów,69.8,4,5,2024,False,False,10.16,1336387.0,19145.945558739255,1336387.0,14.105481010076923
10586,Ochota,96.8,6,5,1984,True,True,3.86,1693411.0,17493.915289256198,1693411.0,14.34225598650039
10587,Wola,52.1,3,7,1968,False,False,8.53,659576.0,12659.808061420345,659576.0,13.399353999441672
10588,Ursynów,33.6,2,9,1975,True,False,6.22,452356.0,13462.976190476189,452356.0,13.022226970077163
10589,Ursynów,79.4,4,11,2003,True,True,0.69,1499035.0,18879.53400503778,1499035.0,14.220332792807028
10590,Bemowo,52.4,2,4,1960,True,False,3.11,537815.0,10263.645038167939,537815.0,13.195271773211097
10591,Śródmieście,18.0,1,8,2018,True,False,1.46,444005.0,24666.944444444445,444005.0,13.00359335483657
10592,Targówek,73.6,3,0,2023,False,True,21.59,587238.0,7978.777173913044,587238.0,13.283187170970672
10593,Mokotów,43.2,3,8,1979,True,False,7.54,700731.0,16220.624999999998,700731.0,13.459880781932943
10594,Bemowo,53.0,3,9,1994,True,False,3.72,717254.0,13533.094339622641,717254.0,13.483186704889373
10595,Praga-Południe,62.3,5,6,1953,True,True,1.71,742217.0,11913.595505617977,742217.0,13.517398279537675
10596,Mokotów,59.2,4,3,2006,True,True,5.71,1067207.0,18027.14527027027,1067207.0,13.880556450367274
10597,Białołęka,70.6,4,2,1992,True,True,7.46,892592.0,12642.946175637395,892592.0,13.701885988887986
10598,Bielany,45.4,2,9,1981,True,False,3.69,619540.0,13646.25550660793,619540.0,13.336734160266541
10599,Praga-Południe,66.3,4,10,1975,False,False,6.47,810345.0,12222.398190045249,810345.0,13.605216595935378
10600,Praga-Południe,49.3,4,5,2007,False,False,11.21,682494.0,13843.691683569981,682494.0,13.43351048000709
10601,Bemowo,71.3,3,11,1992,False,True,2.73,1045586.0,14664.60028050491,1045586.0,13.860089008162065
10602,Śródmieście,68.5,3,0,1973,True,True,3.57,1220478.0,17817.19708029197,1220478.0,14.014753962604036
10603,Bemowo,34.4,2,2,2009,True,True,1.39,649429.0,18878.75,649429.0,13.383850334072925
10604,Białołęka,78.9,5,1,2002,True,False,11.53,730710.0,9261.216730038022,730710.0,13.50177331172375
10605,Wilanów,43.2,3,10,2018,True,False,0.5,872851.0,20204.88425925926,872851.0,13.679521290094748
10606,Ochota,72.8,5,8,1966,True,False,4.12,926605.0,12728.09065934066,926605.0,13.739283727229711
10607,Ochota,63.1,3,2,2014,False,True,14.24,922487.0,14619.44532488114,922487.0,13.734829646682131
10608,Śródmieście,95.4,4,1,2008,True,False,0.56,2039469.0,21378.081761006288,2039469.0,14.528200528143945
10609,Białołęka,50.1,3,3,1966,False,False,6.71,399956.0,7983.15369261477,399956.0,12.89911232031158
10610,Śródmieście,47.3,2,1,2009,False,True,7.88,1009677.0,21346.236786469344,1009677.0,13.825142026104942
10611,Wola,54.6,2,0,1994,False,False,7.55,732154.0,13409.413919413919,732154.0,13.50374751916175
10612,Ochota,48.3,3,5,2022,False,True,9.29,896659.0,18564.368530020703,896659.0,13.706432027938035
10613,Praga-Południe,72.6,4,9,1969,True,True,6.22,828757.0,11415.38567493113,828757.0,13.627683473527625
10614,Targówek,19.4,1,7,2006,True,True,5.98,249378.0,12854.536082474227,249378.0,12.426729106597875
10615,Bielany,31.8,2,9,1989,True,False,1.48,533866.0,16788.238993710693,533866.0,13.187902023250412
10616,Białołęka,31.5,2,9,2022,True,True,4.98,498235.0,15816.984126984127,498235.0,13.118829139336071
10617,Mokotów,75.9,4,1,1986,True,True,6.09,1606454.0,21165.401844532276,1606454.0,14.289540445941247
10618,Śródmieście,92.6,4,8,2023,True,True,3.18,2114985.0,22840.01079913607,2101934.039999999,14.564558751055264
10619,Bielany,52.7,3,2,2020,True,False,2.85,861853.0,16353.946869070207,861853.0,13.666841161750627
10620,Mokotów,51.3,3,7,1981,False,False,7.48,774129.0,15090.233918128655,774129.0,13.559495097124719
10621,Bielany,56.5,3,11,2015,False,False,8.72,770393.0,13635.274336283186,770393.0,13.55465735127373
10622,Targówek,80.6,5,7,2024,True,True,3.0,1267493.0,15725.719602977668,1267493.0,14.052552280708461
10623,Mokotów,34.6,1,2,1979,True,True,4.58,650027.0,18786.907514450868,650027.0,13.384770717867113
10624,Bemowo,60.2,3,2,1993,True,True,6.8,911135.0,15135.132890365448,911135.0,13.72244745159833
10625,Ursynów,76.5,3,11,1999,True,True,3.23,1070962.0,13999.503267973856,1070962.0,13.884068801680925
10626,Bemowo,66.0,4,5,1983,False,False,5.35,733692.0,11116.545454545454,733692.0,13.50584596397237
10627,Ochota,59.2,4,0,1952,True,False,6.35,607350.0,10259.29054054054,607350.0,13.316862156624138
10628,Ursynów,77.0,4,3,1977,True,False,15.81,836722.0,10866.51948051948,836722.0,13.63724835085054
10629,Bemowo,18.0,1,0,1982,False,False,4.62,250640.0,13924.444444444445,250640.0,12.431776915404262
10630,Ursynów,69.9,4,2,1994,False,True,1.22,1070632.0,15316.62374821173,1070632.0,13.883760620303473
10631,Wilanów,40.6,3,8,1972,True,True,1.55,710007.0,17487.85714285714,710007.0,13.473031516559653
10632,Ursynów,18.0,1,4,2018,True,False,3.22,273240.0,15180.0,273240.0,12.518109468625356
10633,Praga-Południe,66.2,3,11,2010,True,True,4.2,1095583.0,16549.592145015104,1095583.0,13.906798112394396
10634,Śródmieście,85.2,4,4,1962,True,True,10.79,1602348.0,18806.901408450703,1602348.0,14.286981235568136
10635,Śródmieście,52.0,3,10,2007,True,True,18.39,947069.0,18212.865384615383,947069.0,13.761128287071077
10637,Bielany,90.5,5,2,2022,True,True,7.57,1389612.0,15354.828729281768,1389612.0,14.144535849075405
10638,Wola,83.9,5,4,1950,True,False,12.49,761617.0,9077.6758045292,761617.0,13.543200396633784
10639,Bielany,91.1,5,10,1979,True,False,8.51,1213862.0,13324.500548847422,1213862.0,14.009318394151158
10640,Mokotów,71.3,4,3,2021,False,True,4.27,1388425.0,19473.001402524544,1388425.0,14.143681289386189
10641,Mokotów,56.7,3,7,2021,True,True,5.01,1103482.0,19461.763668430332,1103482.0,13.913982099032395
10642,Ursynów,19.8,2,3,2010,True,False,5.38,309329.0,15622.676767676767,309329.0,12.6421639471801
10643,Bemowo,49.6,3,10,2013,False,True,13.0,550150.0,11091.733870967742,550150.0,13.217948064982492
10644,Bemowo,36.4,2,11,1963,True,True,10.2,330445.0,9078.15934065934,330445.0,12.708198536119632
10645,Śródmieście,102.8,5,7,1998,False,True,9.84,2035486.0,19800.447470817122,2035486.0,14.526245660267586
10646,Białołęka,51.1,3,5,1978,True,True,7.22,642445.0,12572.309197651663,642445.0,13.373038045526783
10647,Bielany,57.7,4,11,1973,True,False,6.25,825485.0,14306.499133448873,825485.0,13.623727582779972
10648,Wilanów,67.1,3,10,2015,True,False,4.83,1379956.0,20565.663189269748,1379956.0,14.137562897227633
10649,Ochota,56.0,4,4,1968,True,True,2.1,902549.0,16116.94642857143,902549.0,13.712979369316608
10650,Targówek,92.3,5,3,1995,True,True,8.38,1387648.0,15034.106175514627,1387648.0,14.143121506224501
10651,Bemowo,41.3,2,3,2022,True,True,3.65,742856.0,17986.828087167072,742856.0,13.518258842188631
10652,Targówek,59.3,3,11,1973,True,True,9.2,658358.0,11102.158516020236,658358.0,13.397505654231034
10653,Ursynów,38.7,1,3,2023,True,False,0.98,733327.0,18949.018087855296,733327.0,13.505348356906715
10654,Targówek,26.0,2,10,2024,True,False,2.44,428775.0,16491.346153846152,428775.0,12.968689917023088
10655,Ochota,41.5,1,8,2001,True,False,9.99,601825.0,14501.807228915663,601825.0,13.307723645966995
10656,Praga-Południe,54.2,2,3,1972,True,False,13.03,456122.0,8415.535055350552,456122.0,13.030517788966186
10657,Ochota,45.6,1,11,1985,True,False,9.15,499823.0,10961.030701754386,499823.0,13.122011315437787
10658,Targówek,39.8,2,8,1992,True,False,2.74,573163.0,14401.080402010051,573163.0,13.258927167660259
10659,Ochota,24.1,1,9,1984,True,True,10.49,361998.0,15020.663900414937,361998.0,12.799396728373154
10660,Wola,53.2,3,5,1982,True,True,2.89,946585.0,17792.95112781955,946585.0,13.760617106570987
10661,Ursynów,21.9,1,9,2023,True,False,10.57,357985.0,16346.34703196347,357985.0,12.78824915847292
10662,Bielany,71.7,3,6,1970,False,True,2.28,848471.0,11833.626220362621,848471.0,13.6511923637012
10663,Praga-Południe,56.8,3,11,2011,True,False,3.98,656382.0,11556.021126760565,656382.0,13.394499739020523
10664,Wilanów,22.9,1,9,1950,True,False,0.5,359037.0,15678.471615720526,359037.0,12.791183511450917
10665,Bemowo,48.2,3,2,2003,True,False,2.42,809808.0,16800.995850622407,809808.0,13.604553696373712
10666,Mokotów,38.5,2,7,2020,True,True,8.33,757447.0,19673.948051948053,757447.0,13.53771016714467
10667,Bielany,62.0,4,2,1982,True,False,16.68,517637.0,8348.983870967742,517637.0,13.157031435239093
10668,Mokotów,84.5,5,0,1973,True,True,10.99,1273589.0,15072.059171597633,1273589.0,14.057350242282636
10669,Ursynów,18.0,1,9,2007,True,False,8.94,229700.0,12761.111111111111,229700.0,12.344533742172285
10670,Praga-Południe,57.5,3,11,2010,True,True,1.57,789997.0,13739.078260869564,789997.0,13.57978569279443
10671,Śródmieście,51.5,3,4,2009,True,False,4.03,1139132.0,22119.06796116505,1139132.0,13.945778004708037
10672,Bemowo,69.8,4,1,1985,True,False,14.43,799455.0,11453.510028653296,799455.0,13.5916867753452
10673,Wola,59.7,3,9,1979,True,True,5.61,941128.0,15764.28810720268,941128.0,13.754835497375826
10674,Śródmieście,38.5,2,5,2022,True,False,2.04,953650.0,24770.12987012987,953650.0,13.76805305540676
10675,Ursynów,48.0,3,9,2021,True,False,4.01,741847.0,15455.145833333334,741847.0,13.51689964941251
10676,Bielany,37.5,2,8,1995,True,True,0.8,605292.0,16141.12,605292.0,13.313467917299445
10677,Wola,78.7,4,0,2017,True,False,9.54,1234431.0,15685.273189326555,1234431.0,14.02612150322068
10678,Ochota,55.5,3,3,1994,True,True,1.72,942887.0,16988.954954954956,942887.0,13.756702784678543
10679,Targówek,96.8,5,0,1992,True,False,5.43,1258512.0,13001.157024793389,1258512.0,14.045441423261805
10680,Wola,53.7,2,0,1970,False,False,1.98,847088.0,15774.450651769086,847088.0,13.649561044855458
10681,Wilanów,39.4,2,7,1993,True,True,6.12,743621.0,18873.629441624365,743621.0,13.519288120190591
10682,Ursynów,21.7,1,10,2000,True,True,9.21,346889.0,15985.668202764977,346889.0,12.756763005791116
10683,Białołęka,18.0,1,1,1953,False,False,3.67,175357.0,9742.055555555555,199597.62,12.07458487756726
10684,Targówek,20.1,1,0,1994,True,True,12.16,260985.0,12984.328358208953,260985.0,12.47222204501942
10685,Mokotów,60.9,3,10,2014,True,True,8.61,1226903.0,20146.190476190477,1226903.0,14.020004481023369
10686,Bemowo,66.2,3,7,2008,False,False,7.69,1074430.0,16230.060422960725,1074430.0,13.887301777088393
10687,Mokotów,20.2,1,3,2006,True,True,11.92,379173.0,18770.940594059408,379173.0,12.845750481611445
10688,Wola,74.7,5,2,2020,True,True,6.19,1413744.0,18925.62248995984,1413744.0,14.161752769713022
10689,Mokotów,44.4,2,11,1953,False,False,4.21,655108.0,14754.684684684686,655108.0,13.392556912986153
10690,Wilanów,58.2,3,3,2001,False,True,7.04,1092142.0,18765.326460481097,1092142.0,13.903652379094424
10691,Ursynów,90.5,5,10,2014,True,True,2.08,1545519.0,17077.558011049725,1545519.0,14.250870981266436
10692,Ochota,74.7,4,4,2000,True,True,9.78,1232325.0,16496.987951807227,1232325.0,14.024413998462059
10693,Bielany,49.1,2,0,1985,True,False,9.79,516396.0,10517.230142566192,516396.0,13.154631128487711
10694,Bemowo,35.4,1,10,1968,True,False,4.63,462277.0,13058.672316384182,462277.0,13.043921720697739
10695,Wilanów,18.0,1,0,2019,True,False,3.49,406893.0,22605.166666666668,406893.0,12.916307988243314
10696,Wilanów,39.2,2,2,1996,True,True,6.31,778216.0,19852.448979591834,778216.0,13.564760684577974
10697,Mokotów,50.4,3,5,2019,True,True,1.82,1159014.0,22996.309523809523,1159014.0,13.963081064429684
10698,Mokotów,33.3,1,0,2003,True,True,4.14,616542.0,18514.774774774778,616542.0,13.331883347734914
10699,Wola,52.1,3,10,2008,True,True,11.54,895521.0,17188.502879078693,895521.0,13.705162067461982
10700,Bielany,56.7,3,11,2015,True,False,2.46,955333.0,16848.90652557319,955333.0,13.769816296538608
10701,Śródmieście,50.1,3,1,2007,False,True,12.51,953921.0,19040.339321357285,953921.0,13.76833718608152
10702,Mokotów,40.7,2,11,1991,False,True,7.27,706890.0,17368.304668304667,706890.0,13.468631760432785
10703,Ursynów,58.7,3,6,1998,True,True,7.89,935716.0,15940.647359454855,935716.0,13.749068359315272
10704,Białołęka,64.7,4,0,2015,False,False,3.53,924559.0,14289.938176197835,924559.0,13.737073227649322
10705,Bemowo,31.0,1,6,1989,False,False,2.76,365235.0,11781.774193548386,365235.0,12.808298998967317
10706,Mokotów,86.0,5,3,1990,True,False,4.47,1589421.0,18481.63953488372,1589421.0,14.278880986093691
10707,Ursynów,52.8,4,9,1964,True,False,14.79,591740.0,11207.19696969697,591740.0,13.290824318135096
10708,Ursynów,55.4,3,5,2020,True,False,3.38,918071.0,16571.67870036101,918071.0,13.730031097899598
10709,Bemowo,70.6,4,7,1963,True,True,0.66,954421.0,13518.71104815864,954421.0,13.768861200631772
10710,Śródmieście,60.1,3,8,2006,True,True,5.87,1373795.0,22858.485856905158,1373795.0,14.13308826912571
10711,Ursynów,76.0,5,5,1992,True,False,11.08,892603.0,11744.776315789473,892603.0,13.701898312457878
10712,Białołęka,61.3,3,11,1991,True,False,6.35,840668.0,13713.99673735726,840668.0,13.64195328240998
10713,Ursynów,41.5,2,10,2008,True,False,15.39,595213.0,14342.481927710844,595213.0,13.29667628372977
10714,Ursynów,63.0,3,8,1960,True,False,8.27,826784.0,13123.555555555555,826784.0,13.625299964390054
10715,Ursynów,29.8,2,3,2003,False,False,6.41,488744.0,16400.805369127516,488744.0,13.099596160050355
10716,Ochota,57.4,3,5,2013,True,False,4.43,979653.0,17067.12543554007,979653.0,13.794954727081477
10717,Ochota,54.3,3,7,2016,False,False,7.62,698973.0,12872.43093922652,698973.0,13.457368824529881
10718,Śródmieście,50.4,3,8,1972,True,False,1.5,1021297.0,20263.829365079364,1021297.0,13.836584925275817
10719,Mokotów,52.2,3,2,2020,False,True,14.8,893192.0,17110.95785440613,893192.0,13.702557961926836
10720,Ursynów,18.0,1,1,2007,True,False,9.23,300690.0,16705.0,300690.0,12.61383843836575
